PROJECT_ID,Initial_completion_date,final_completion_date,Delayed,Amount_of_Delay_(Quarters),Initial_ESTIMATED_COST,Final_Estimated_Budget,Budget_Overrun,percentage_of_overrun,CT_Commercial,CT_Industrial,CT_Infrastructure,CT_Institutional,CT_Residential,CST_Primarily_residential_Single_use,CST_Education,CST_Utilities,CST_Roads_Highways,CST_Oil_Gas,CST_Health,CST_Mixed_Use,CST_Recreation,CST_Office,CST_Others,REGION,Region_Mainland/Southwest,Region_Vancouver_Island/Coast,Region_Thompson-Okanagan,Region_Northeast,Region_others,MUNICIPALITY,Urban,Type_Owner_priv,Type_Owner_prov,Type_Owner_part,Project_Status_Construction_started,Project_Status_Proposed,Project_Status_On_hold,Project_Status_Completed,PUBLIC_FUNDING_IND,GREEN_BUILDING_IND,FIRST_NATION_IND,Times_Delayed,Age,Jobs,Below_Average_Winter_Temp_Quarters,Quarters_with_Above_Average_Snowfall,Quarters_with_Above_Average_Rain
1496,2016-Q2,2016-Q1,1,-1,217,217,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6. North Coast,0,0,0,0,1,Stewart,0,1,0,0,1,0,0,0,0,0,1,1,7.5,179,1,5,3
1512,2016-Q3,2020-Q4,1,17,300,300,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Victoria,1,1,0,0,1,0,0,0,0,0,0,1,10.5,858,4,4,3
1588,2016-Q4,2019-Q4,1,12,100,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2. Mainland/Southwest,1,0,0,0,0,Gold Bridge,0,1,0,0,1,0,0,0,0,0,0,4,8.5,144,2,4,3
1603,2018-Q4,2020-Q4,1,8,370,370,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4. Kootenay,0,0,0,0,1,Sparwood,0,0,1,0,0,1,0,0,0,0,0,2,3.5,533,4,8,4
1625,2017-Q4,2020-Q4,1,12,40,40,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2. Mainland/Southwest,1,0,0,0,0,New Westminster,1,1,0,0,1,0,0,0,0,1,0,2,10.5,366,2,4,3
1627,2018-Q4,2019-Q4,1,4,80,80,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Squamish,0,1,0,0,1,0,0,0,0,0,0,1,13.5,229,2,4,3
1629,2016-Q2,2019-Q4,1,14,80,80,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Langley,0,1,0,0,1,0,0,0,0,0,0,6,12.5,229,1,4,5
1644,2016-Q4,2016-Q4,0,0,1300,1300,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6. North Coast,0,0,0,0,1,Kitimat To Summit Lake,0,1,0,0,0,1,0,0,0,0,0,0,3.5,1001,1,5,3
1663,2026-Q4,2026-Q4,0,0,780,780,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Summerland,0,0,0,1,0,0,1,0,0,0,0,0,12.5,2231,1,6,5
1695,2030-Q4,2030-Q4,0,0,104,104,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,0,1,0,1,0,0,0,1,0,0,0,8.5,297,2,3,1
1733,2018-Q4,2020-Q4,1,8,400,400,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,0,0,1,1,0,0,0,1,0,0,1,4.5,3661,2,3,1
1736,2020-Q4,2020-Q4,0,0,100,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2. Mainland/Southwest,1,0,0,0,0,Abbotsford,1,0,1,0,1,0,0,0,1,0,0,0,9.5,836,2,4,3
1785,2025-Q4,2025-Q4,0,0,400,400,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Colwood,0,1,0,0,1,0,0,0,0,0,0,0,12.5,1144,2,4,4
1795,2018-Q4,2020-Q4,1,8,45,45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,North Thompson Valley,0,1,0,0,0,1,0,0,0,0,0,2,2.5,37,1,6,5
1805,2017-Q4,2019-Q3,1,7,45,45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Kamloops,1,1,0,0,0,1,0,0,0,0,0,4,3.5,37,2,7,7
1808,2017-Q4,2020-Q4,1,12,20,50,1,150,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Chilliwack,1,1,0,0,0,1,0,0,0,0,0,1,3.5,17,2,4,3
1814,2017-Q4,2019-Q4,1,8,1000,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3. Thompson-Okanagan,0,0,1,0,0,Lake Country,0,1,0,0,1,0,0,0,0,0,0,2,11.5,7143,1,6,5
1816,2016-Q2,2016-Q2,0,0,63,63,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Kelowna,1,1,0,0,1,0,0,0,0,0,0,0,13.5,180,0,4,2
1820,2025-Q4,2025-Q4,0,0,1500,1500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,0,1,0,0,0,1,0,0,3.5,13728,2,3,1
1825,2016-Q2,2019-Q4,1,14,250,250,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Delta,1,1,0,0,1,0,0,0,0,0,0,3,12.5,715,1,4,5
1853,2016-Q4,2020-Q4,1,16,200,200,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,0,1,0,1,0,0,0,1,0,0,2,12.5,572,2,3,1
1859,2016-Q4,2017-Q3,1,3,160,160,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Victoria,1,1,0,0,1,0,0,0,0,1,0,2,4.5,458,4,4,3
1894,2023-Q4,2023-Q4,0,0,500,500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8. Northeast,0,0,0,1,0,Fort St. John,0,1,0,0,0,1,0,0,0,0,0,0,3.5,776,3,12,3
1901,2016-Q3,2017-Q2,1,3,50,50,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Abbotsford,1,1,0,0,1,0,0,0,0,0,0,2,13.5,143,2,4,3
1913,2017-Q3,2018-Q1,1,2,40,40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Victoria,1,1,0,0,1,0,0,0,0,0,0,2,4.5,114,4,4,3
1920,2018-Q4,2019-Q4,1,4,200,200,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Kelowna,1,0,0,1,1,0,0,0,0,0,0,1,5.5,572,0,4,2
1929,2016-Q4,2019-Q4,1,12,200,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4. Kootenay,0,0,0,0,1,Sparwood,0,0,1,0,1,0,0,0,0,0,0,3,12.5,1429,4,8,4
1958,2030-Q4,2030-Q4,0,0,1000,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Colwood,0,1,0,0,1,0,0,0,0,0,0,0,7.5,9152,2,4,4
1963,2022-Q4,2022-Q4,0,0,500,500,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Richmond,1,1,0,0,1,0,0,0,0,0,0,0,9.5,1430,4,4,2
1966,2018-Q4,2019-Q4,1,4,625,625,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Surrey,1,1,0,0,1,0,0,0,0,0,0,1,12.5,1788,1,4,5
1967,2016-Q4,2019-Q4,1,12,400,400,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Tsawwassen,0,1,0,0,1,0,0,0,0,0,0,3,9.5,1144,2,4,3
1977,2018-Q4,2019-Q4,1,4,50,50,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Westbank First Nation Lands,0,1,0,0,1,0,0,0,0,0,1,1,9.5,143,1,6,5
1981,2016-Q2,2016-Q2,0,0,48,48,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Kelowna,1,1,0,0,1,0,0,0,0,0,0,0,10.5,137,0,4,2
1988,2018-Q4,2019-Q4,1,4,140,140,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,West Kelowna,1,1,0,0,1,0,0,0,0,0,0,1,13.5,400,1,6,5
1993,2016-Q2,2016-Q2,0,0,80,80,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4. Kootenay,0,0,0,0,1,Cranbrook,0,1,0,0,1,0,0,0,0,0,0,0,12.5,229,4,8,4
1996,2016-Q2,2016-Q3,1,1,252,252,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3. Thompson-Okanagan,0,0,1,0,0,Salmon Arm,0,0,0,1,1,0,0,0,0,0,0,1,6.5,391,1,6,5
2021,2017-Q3,2018-Q2,1,3,44,44,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Sechelt,0,0,0,1,1,0,0,0,1,1,0,2,9.5,196,2,4,3
2022,2016-Q1,2016-Q1,0,0,80,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,0,0,1,0,0,0,1,0,1,0,0,7.5,1450,2,3,1
2028,2018-Q4,2031-Q4,1,52,100,1000,1,900,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Nanaimo,1,1,0,0,0,1,0,0,0,0,0,1,11.5,915,2,4,4
2035,2025-Q4,2025-Q4,0,0,150,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3. Thompson-Okanagan,0,0,1,0,0,Kelowna,1,0,1,0,1,0,0,0,1,0,0,0,11.5,1253,0,4,2
2041,2016-Q3,2016-Q3,0,0,120,120,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Powell River,0,0,0,1,1,0,0,0,0,0,0,0,5.5,99,2,4,4
2042,2016-Q2,2016-Q2,0,0,200,200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8. Northeast,0,0,0,1,0,Tumbler Ridge,0,1,0,0,1,0,0,0,0,0,0,0,6.5,288,2,11,4
2049,2016-Q2,2017-Q3,1,5,40,40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Langley,0,1,0,0,1,0,0,0,0,0,0,4,11.5,114,1,4,5
2051,2016-Q2,2016-Q3,1,1,55,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,1,0,1,7.5,997,2,3,1
2059,2018-Q4,2019-Q4,1,4,86,86,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Nanaimo,1,0,1,0,0,1,0,0,1,0,0,1,3.5,71,2,4,4
2064,2016-Q2,2016-Q3,1,1,85,85,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,West Kelowna,1,1,0,0,1,0,0,0,0,0,0,1,10.5,243,1,6,5
2083,2020-Q4,2020-Q4,0,0,104,104,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Kelowna,1,1,0,0,0,1,0,0,0,0,0,0,0,297,0,4,2
2086,2021-Q4,2021-Q4,0,0,350,350,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,0,1,0,0,1,0,0,0,2.5,1696,2,3,1
2089,2020-Q4,2020-Q4,0,0,700,700,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,North Vancouver,1,0,1,0,0,1,0,0,1,0,0,0,3.5,579,1,4,5
2093,2017-Q4,2017-Q4,0,0,30,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5. Cariboo,0,0,0,0,1,Quesnel,0,0,1,0,0,1,0,0,1,0,0,0,3.5,145,4,10,4
2095,2019-Q1,2019-Q1,0,0,1093,985,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Campbell River,1,0,1,0,1,0,0,0,1,0,1,0,6.5,904,2,5,5
2097,2017-Q3,2018-Q1,1,2,748,748,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Mission,0,0,1,0,1,0,0,0,1,0,0,1,8.5,619,2,4,3
2108,2017-Q4,2019-Q4,1,8,50,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Ucluelet,0,1,0,0,1,0,0,0,0,0,0,2,11.5,458,2,4,4
2109,2024-Q4,2024-Q4,0,0,203,203,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,0,0,1,0,1,0,0,1,0,0,0,0,834,2,3,1
2122,2020-Q4,2028-Q4,1,32,1000,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Nanaimo,1,1,0,0,0,1,0,0,0,0,1,1,3.5,9152,2,4,4
2137,2018-Q4,2019-Q1,1,1,164,164,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Surrey And Vancouver Area,1,0,0,1,1,0,0,0,1,0,0,2,11.5,674,2,4,3
2139,2018-Q4,2019-Q2,1,2,210,210,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Sechelt,0,1,0,0,0,1,0,0,0,0,1,5,3.5,174,2,4,3
2151,2018-Q4,2022-Q4,1,16,24,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Victoria,1,1,0,0,0,1,0,0,0,1,0,2,3.5,69,4,4,3
2165,2019-Q4,2019-Q4,0,0,90,90,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Richmond,1,1,0,0,1,0,0,0,0,0,0,0,5.5,257,4,4,2
2178,2017-Q3,2018-Q1,1,2,63,64,1,1.587301587,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,0,1,0,1,0,0,0,1,1,0,2,6.5,280,2,3,1
2179,2016-Q2,2018-Q1,1,7,49,61,1,24.48979592,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Coquitlam,1,0,1,0,1,0,0,0,1,1,0,2,6.5,218,1,4,5
2185,2016-Q3,2016-Q3,0,0,20,21,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,New Westminster,1,0,1,0,1,0,0,0,1,1,0,0,6.5,89,2,4,3
2195,2016-Q3,2018-Q2,1,7,20,35,1,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1. Vancouver Island/Coast,0,1,0,0,0,Victoria,1,1,0,0,1,0,0,0,0,0,0,3,6.5,167,4,4,3
2200,2016-Q4,2017-Q1,1,1,60,60,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Tipella,0,1,0,0,1,0,0,0,0,0,0,1,5.5,50,2,4,3
2203,2020-Q4,2021-Q4,1,4,150,150,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Kamloops,1,1,0,0,1,0,0,0,0,0,0,1,10.5,429,2,7,7
2211,2017-Q4,2017-Q4,0,0,30,30,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,0,1,0,0,1,0,0,1,0,0,2,3.5,123,2,3,1
2214,2019-Q2,2020-Q4,1,6,678,676,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,0,1,0,1,0,0,0,1,1,0,2,8.5,3022,2,3,1
2217,2017-Q3,2017-Q3,0,0,123,123,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Burnaby,1,0,1,0,1,0,0,0,1,1,0,2,8.5,546,1,4,5
2223,2018-Q4,2018-Q4,0,0,775,775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6. North Coast,0,0,0,0,1,Prince Rupert,0,1,0,0,0,1,0,0,0,0,0,0,3.5,6476,1,5,3
2226,2018-Q4,2019-Q1,1,1,150,180,1,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Coquitlam,1,1,0,0,1,0,0,0,0,0,0,2,11.5,429,1,4,5
2229,2022-Q4,2022-Q4,0,0,300,300,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,0,0,0,6.5,858,2,3,1
2230,2020-Q4,2020-Q4,0,0,1000,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2. Mainland/Southwest,1,0,0,0,0,Tsawwassen,0,0,1,0,1,0,0,0,0,0,1,0,5.5,9152,2,4,3
2243,2016-Q4,2017-Q1,1,1,65,65,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Harrison Hot Springs,0,1,0,0,1,0,0,0,0,0,0,1,5.5,54,2,4,3
2245,2023-Q4,2023-Q4,0,0,5300,5300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6. North Coast,0,0,0,0,1,Stewart,0,1,0,0,0,1,0,0,0,0,1,0,0.5,7640,1,5,3
2252,2016-Q4,2017-Q1,1,1,24,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Surrey,1,1,0,0,1,0,0,0,0,0,0,1,4.5,69,1,4,5
2254,2016-Q4,2016-Q4,0,0,33,33,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Richmond,1,1,0,0,1,0,0,0,1,0,0,0,4.5,147,4,4,2
2255,2016-Q4,2017-Q2,1,2,100,100,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Cache Creek,0,1,0,0,1,0,0,0,0,0,0,2,5.5,83,1,6,5
2265,2016-Q2,2016-Q3,1,1,372,372,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,1,0,1,7.5,3405,2,3,1
2292,2016-Q2,2017-Q1,1,3,30,30,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Parksville,0,1,0,0,1,0,0,0,0,0,0,4,11.5,86,2,4,4
2297,2016-Q2,2016-Q3,1,1,45,45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Squamish,0,1,0,0,1,0,0,0,0,0,1,1,5.5,37,2,4,3
2321,2022-Q4,2022-Q4,0,0,1600,1600,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Surrey,1,1,0,0,1,0,0,0,0,1,0,0,5.5,14643,1,4,5
2324,2016-Q2,2019-Q4,1,14,400,400,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Whistler,0,1,0,0,1,0,0,0,0,0,0,7,9.5,1144,2,4,3
2328,2016-Q2,2018-Q4,1,10,25,25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Kelowna,1,1,0,0,1,0,0,0,0,1,0,3,8.5,72,0,4,2
2337,2020-Q4,2020-Q4,0,0,1000,1000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Richmond,1,0,1,0,0,1,0,0,0,0,0,0,0,827,4,4,2
2340,2017-Q4,2019-Q4,1,8,392,392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1. Vancouver Island/Coast,0,1,0,0,0,North Saanich,0,1,0,0,0,1,0,0,1,0,0,1,0,3276,2,4,4
2341,2017-Q4,2019-Q4,1,8,40,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1. Vancouver Island/Coast,0,1,0,0,0,Duncan,0,1,0,0,1,0,0,0,0,0,0,3,6.5,660,2,4,4
2344,2016-Q4,2018-Q1,1,5,29,29,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Coquitlam,1,0,1,0,1,0,0,0,1,1,0,3,4.5,129,1,4,5
2348,2016-Q3,2016-Q3,0,0,23,25,1,8.695652174,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Nanaimo,1,0,1,0,1,0,0,0,1,0,0,0,6.5,102,2,4,4
2354,2016-Q2,2016-Q2,0,0,512,512,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Surrey,1,0,1,0,1,0,0,0,1,1,0,0,8.5,2282,1,4,5
2355,2018-Q1,2018-Q2,1,1,100,150,1,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2. Mainland/Southwest,1,0,0,0,0,Richmond,1,1,0,0,0,1,0,0,1,0,0,1,0,836,4,4,2
2357,2016-Q4,2016-Q4,0,0,62,62,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Kamloops,1,0,1,0,1,0,0,0,1,0,0,0,6.5,255,2,7,7
2367,2016-Q1,2016-Q1,0,0,94,94,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Lower Mainland,0,0,1,0,0,0,0,1,1,0,0,0,7.5,78,2,4,3
2375,2016-Q2,2016-Q2,0,0,283,283,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,North Vancouver,1,0,1,0,0,0,0,1,1,0,0,0,4.5,1162,1,4,5
2377,2020-Q4,2020-Q4,0,0,60,60,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Kelowna,1,0,1,0,1,0,0,0,0,1,0,0,7.5,172,0,4,2
2389,2018-Q4,2019-Q2,1,2,86,86,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Lillooet,0,0,1,0,1,0,0,0,1,0,0,1,2.5,71,2,4,3
2407,2018-Q1,2018-Q2,1,1,99,105,1,6.060606061,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Victoria,1,0,1,0,1,0,0,0,1,0,0,3,6.5,407,4,4,3
2425,2026-Q4,2026-Q4,0,0,120,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3. Thompson-Okanagan,0,0,1,0,0,Osoyoos,0,1,0,0,1,0,0,0,0,0,1,0,8.5,857,1,6,5
2430,2016-Q2,2017-Q1,1,3,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,0,0,2,6.5,362,2,3,1
2431,2016-Q2,2016-Q2,0,0,37,37,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Nanaimo,1,0,1,0,1,0,0,0,1,1,0,0,9.5,106,2,4,4
2438,2020-Q4,2020-Q4,0,0,300,300,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Sooke,0,1,0,0,1,0,0,0,0,0,0,0,9.5,858,2,4,4
2455,2021-Q4,2021-Q4,0,0,1000,1000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Peachland,0,1,0,0,1,0,0,0,0,0,1,0,8.5,2860,1,6,5
2492,2017-Q4,2018-Q1,1,1,25,25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,0,0,1,6.5,72,2,3,1
2511,2024-Q4,2024-Q4,0,0,208,208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,0,1,0,1,0,0,0,1,0,0,0,6.5,1008,2,3,1
2517,2016-Q2,2017-Q2,1,4,420,420,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Pemberton,0,1,0,0,1,0,0,0,0,0,1,2,5.5,347,2,4,3
2518,2016-Q2,2017-Q2,1,4,84,84,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Pemberton,0,1,0,0,1,0,0,0,0,0,0,2,5.5,69,2,4,3
2519,2016-Q2,2016-Q3,1,1,71,71,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Pemberton,0,1,0,0,1,0,0,0,0,0,0,1,5.5,59,2,4,3
2552,2017-Q2,2019-Q2,1,8,381,381,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Kelowna,1,0,0,1,1,0,0,0,1,1,0,2,8.5,1698,0,4,2
2554,2016-Q4,2017-Q4,1,4,600,600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,1,1,1,1,4.5,2907,2,3,1
2563,2016-Q4,2017-Q2,1,2,400,400,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8. Northeast,0,0,0,1,0,Tumbler Ridge,0,1,0,0,1,0,0,0,0,0,0,2,4.5,331,2,11,4
