PROJECT_ID,Initial_completion_date,final_completion_date,Delayed,Amount_of_Delay_(Quarters),Initial_ESTIMATED_COST,Final_Estimated_Budget,Budget_Overrun,percentage_of_overrun,CT_Commercial,CT_Industrial,CT_Infrastructure,CT_Institutional,CT_Residential,CST_Primarily_residential_Single_use,CST_Education,CST_Utilities,CST_Roads_Highways,CST_Oil_Gas,CST_Health,CST_Mixed_Use,CST_Recreation,CST_Office,CST_Others,REGION,Region_Mainland/Southwest,Region_Vancouver_Island/Coast,Region_Thompson-Okanagan,Region_Northeast,Region_others,MUNICIPALITY,Urban,Type_Owner_priv,Type_Owner_prov,Type_Owner_part,Project_Status_Construction_started,Project_Status_Proposed,Project_Status_On_hold,Project_Status_Completed,PUBLIC_FUNDING_IND,GREEN_BUILDING_IND,FIRST_NATION_IND,Times_Delayed,Age,Jobs,Below_Average_Winter_Temp_Quarters,Quarters_with_Above_Average_Snowfall,Quarters_with_Above_Average_Rain
2566,2016-Q3,2017-Q4,1,5,235,235,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7. Nechako,0,0,0,0,1,Fort St. James,0,1,0,0,1,0,0,0,0,0,0,4,5.5,194,2,8,3
2567,2016-Q4,2017-Q4,1,4,235,235,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Merritt,0,1,0,0,1,0,0,0,0,0,0,3,6.5,194,1,6,5
2586,2043-Q4,2043-Q4,0,0,1300,1300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2. Mainland/Southwest,1,0,0,0,0,Burnaby,1,1,0,0,1,0,0,0,0,0,0,0,4.5,2017,1,4,5
2602,2019-Q4,2020-Q4,1,4,30,30,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Surrey,1,1,0,0,0,1,0,0,0,0,0,1,0,86,1,4,5
2606,2016-Q2,2017-Q2,1,4,50,50,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Richmond,1,1,0,0,1,0,0,0,0,0,0,3,7.5,458,4,4,2
2612,2017-Q4,2017-Q4,0,0,1000,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6. North Coast,0,0,0,0,1,Alice Arm,0,1,0,0,0,1,0,0,0,0,1,0,3.5,1441,1,5,3
2619,2017-Q2,2017-Q2,0,0,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,0,0,0,9.5,362,2,3,1
2622,2018-Q2,2021-Q4,1,14,90,200,1,122.2222222,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Harrison Hot Springs,0,1,0,0,0,1,0,0,0,0,1,2,3.5,74,2,4,3
2623,2016-Q2,2016-Q3,1,1,225,225,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,0,0,1,1,0,0,0,1,0,0,1,7.5,644,2,3,1
2628,2019-Q1,2020-Q1,1,4,2500,2500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8. Northeast,0,0,0,1,0,Chetwynd,0,1,0,0,0,1,0,0,0,0,0,1,3.5,2800,2,11,4
2634,2018-Q4,2017-Q4,1,-4,20,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Whistler,0,1,0,0,1,0,0,0,0,0,0,1,4.5,57,2,4,3
2638,2018-Q2,2018-Q4,1,2,15,19,1,26.66666667,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5. Cariboo,0,0,0,0,1,Quesnel,0,0,1,0,0,1,0,0,1,1,0,1,2.5,67,4,10,4
2647,2018-Q4,2019-Q4,1,4,80,80,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Burnaby,1,1,0,0,1,0,0,0,0,0,0,1,7.5,732,1,4,5
2649,2018-Q3,2019-Q4,1,5,20,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Burnaby,1,1,0,0,0,1,0,0,0,0,0,2,0,57,1,4,5
2672,2017-Q1,2017-Q1,0,0,46,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3. Thompson-Okanagan,0,0,1,0,0,Kelowna,1,0,1,0,1,0,0,0,1,0,0,0,6.5,384,0,4,2
2673,2022-Q4,2023-Q3,1,3,1000,1377,1,37.7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,New Westminster,1,0,1,0,0,1,0,0,1,0,0,2,0,4107,2,4,3
2682,2016-Q2,2016-Q2,0,0,166,166,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,0,1,0,1,0,0,0,1,1,0,0,8.5,737,2,3,1
2685,2020-Q4,2020-Q4,0,0,50,50,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Kamloops,1,1,0,0,1,0,0,0,0,0,0,0,10.5,143,2,7,7
2698,2017-Q4,2018-Q2,1,2,20,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Surrey,1,1,0,0,0,1,0,0,0,0,0,1,0,57,1,4,5
2703,2016-Q1,2016-Q1,0,0,40,40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Abbotsford,1,1,0,0,1,0,0,0,0,0,0,0,8.5,114,2,4,3
2704,2019-Q4,2020-Q4,1,4,500,500,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,0,0,1,0,1,0,0,0,1,0,1,3.5,4576,2,3,1
2715,2017-Q4,2021-Q4,1,16,31,31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Victoria,1,1,0,0,0,1,0,0,0,0,0,3,3.5,89,4,4,3
2716,2016-Q2,2017-Q4,1,6,78,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2. Mainland/Southwest,1,0,0,0,0,Lower Mainland,0,1,0,0,1,0,0,0,1,0,0,1,7.5,360,2,4,3
2718,2016-Q4,2016-Q3,1,-1,200,193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3. Thompson-Okanagan,0,0,1,0,0,Oliver,0,1,0,0,1,0,0,0,1,1,1,1,5.5,923,1,6,5
2719,2017-Q4,2019-Q4,1,8,40,40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Saanich,1,1,0,0,1,0,0,0,0,0,0,2,5.5,114,0,1,3
2720,2016-Q2,2017-Q1,1,3,31,31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Kamloops Area,1,0,1,0,1,0,0,0,1,0,0,1,8.5,138,1,6,5
2726,2016-Q4,2019-Q4,1,12,60,60,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,White Rock,0,1,0,0,1,0,0,0,0,0,0,2,7.5,172,2,4,3
2730,2020-Q4,2020-Q4,0,0,1000,1000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,0,0,0,5.5,2860,2,3,1
2760,2017-Q4,2017-Q4,0,0,410,410,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Victoria,1,0,0,1,0,1,0,0,1,0,0,0,3.5,1987,4,4,3
2764,2016-Q2,2017-Q3,1,5,25,29,1,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,1,0,0,2,4.5,115,2,3,1
2768,2018-Q3,2022-Q1,1,14,30,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,0,1,0,0,0,0,0,3,3.5,544,2,3,1
2775,2016-Q2,2016-Q4,1,2,750,750,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,1,0,2,7.5,6864,2,3,1
2783,2016-Q4,2019-Q4,1,12,60,60,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Langley,0,1,0,0,1,0,0,0,0,0,0,2,7.5,549,1,4,5
2788,2016-Q2,2016-Q3,1,1,70,70,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,0,0,1,7.5,641,2,3,1
2790,2017-Q4,2018-Q1,1,1,30,30,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,0,0,1,4.5,86,2,3,1
2797,2018-Q1,2019-Q4,1,7,40,40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Abbotsford,1,1,0,0,0,1,0,0,0,0,0,2,0,114,2,4,3
2816,2017-Q4,2018-Q2,1,2,60,60,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,North Vancouver,1,1,0,0,1,0,0,0,0,0,0,1,5.5,172,1,4,5
2817,2018-Q1,2018-Q4,1,3,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3. Thompson-Okanagan,0,0,1,0,0,Coldstream,0,1,0,0,0,1,0,0,0,0,0,1,3.5,272,1,6,5
2818,2017-Q3,2017-Q2,1,-1,811,811,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6. North Coast,0,0,0,0,1,Iskut,0,1,0,0,1,0,0,0,0,0,1,1,3.5,1169,1,5,3
2825,2016-Q3,2018-Q3,1,8,20,180,1,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2. Mainland/Southwest,1,0,0,0,0,West Vancouver,1,1,0,0,1,0,0,0,0,0,0,6,7.5,31,2,4,3
2828,2016-Q2,2017-Q1,1,3,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2. Mainland/Southwest,1,0,0,0,0,Cloverdale,0,1,0,0,1,0,0,0,0,0,0,2,8.5,362,2,4,3
2838,2022-Q4,2022-Q4,0,0,80,80,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Burnaby,1,0,0,1,1,0,0,0,0,0,0,0,6.5,229,1,4,5
2842,2016-Q4,2020-Q4,1,16,20,100,1,400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3. Thompson-Okanagan,0,0,1,0,0,Penticton,0,1,0,0,0,1,0,0,0,0,1,2,3.5,31,1,6,5
2843,2019-Q4,2020-Q4,1,4,40,40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Victoria,1,1,0,0,0,1,0,0,0,0,0,1,0,114,4,4,3
2847,2016-Q2,2016-Q2,0,0,29,29,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Nanaimo,1,0,1,0,1,0,0,0,1,0,0,0,8.5,24,2,4,4
2860,2016-Q1,2016-Q1,0,0,49,49,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Nanaimo,1,0,1,0,0,0,0,1,1,0,0,0,6.5,41,2,4,4
2863,2016-Q2,2016-Q2,0,0,32,32,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Courtenay Area,0,0,1,0,1,0,0,0,1,0,0,0,8.5,26,2,4,4
2865,2017-Q2,2017-Q1,1,-1,67,72,1,7.462686567,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,South Burnaby,1,0,1,0,1,0,0,0,1,0,0,1,6.5,55,2,4,3
2869,2017-Q3,2017-Q2,1,-1,82,82,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,0,1,0,1,0,0,0,1,1,0,1,5.5,365,2,3,1
2870,2016-Q3,2016-Q3,0,0,111,111,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8. Northeast,0,0,0,1,0,"Dawson Creek,
Pouce Coupe, Taylor",0,0,1,0,1,0,0,0,1,0,0,0,7.5,456,2,11,4
2881,2016-Q2,2019-Q2,1,12,80,80,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,0,0,4,6.5,229,2,3,1
2882,2016-Q2,2016-Q3,1,1,22,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,0,0,1,6.5,63,2,3,1
2883,2017-Q1,2017-Q4,1,3,240,240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,1,0,2,5.5,4349,2,3,1
2890,2016-Q3,2016-Q3,0,0,50,50,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Burnaby,1,1,0,0,1,0,0,0,0,0,0,0,6.5,143,1,4,5
2895,2016-Q2,2016-Q2,0,0,20,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,0,0,0,5.5,57,2,3,1
2896,2017-Q4,2020-Q4,1,12,30,30,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Burnaby,1,1,0,0,0,1,0,0,0,0,0,3,3.5,86,1,4,5
2897,2017-Q4,2018-Q2,1,2,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,0,0,1,3.5,362,2,3,1
2899,2017-Q3,2019-Q4,1,9,60,60,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,0,0,3,5.5,172,2,3,1
2904,2020-Q4,2020-Q4,0,0,350,350,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,0,0,1,0,1,0,0,1,0,0,0,3.5,3203,2,3,1
2910,2016-Q2,2016-Q2,0,0,88,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,0,1,0,1,0,0,0,1,0,0,0,7.5,73,2,3,1
2922,2016-Q4,2020-Q4,1,16,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6. North Coast,0,0,0,0,1,Queen Charlotte,0,0,1,0,0,1,0,0,0,0,0,2,0,247,1,5,3
2927,2016-Q4,2019-Q4,1,12,70,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6. North Coast,0,0,0,0,1,Stewart,0,0,1,0,1,0,0,0,1,0,0,1,4.5,585,1,5,3
2931,2021-Q4,2021-Q4,0,0,201,201,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7. Nechako,0,0,0,0,1,Houston,0,1,0,0,1,0,0,0,0,0,0,0,7.5,290,2,8,3
2935,2019-Q2,2019-Q2,0,0,20,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2. Mainland/Southwest,1,0,0,0,0,North Vancouver,1,0,0,1,0,1,0,0,1,0,0,0,0,92,1,4,5
2937,2022-Q4,2025-Q4,1,12,25000,36000,1,44,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6. North Coast,0,0,0,0,1,Kitimat,0,0,0,1,0,1,0,0,0,0,1,1,2.5,19242,1,5,3
2941,2016-Q2,2016-Q2,0,0,60,40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Richmond,1,0,0,1,1,0,0,0,0,0,0,0,6.5,172,4,4,2
2947,2019-Q4,2019-Q4,0,0,86,86,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Oak Bay,0,0,0,1,0,1,0,0,1,0,0,2,3.5,246,2,4,4
2948,2022-Q4,2022-Q4,0,0,1743,1743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2. Mainland/Southwest,1,0,0,0,0,Richmond,1,0,1,0,1,0,0,0,1,0,0,0,19.5,14565,4,4,2
2950,2017-Q3,2019-Q3,1,8,65,35,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Burnaby,1,0,1,0,0,1,0,0,1,0,0,4,3.5,289,1,4,5
2952,2017-Q3,2018-Q1,1,2,30,30,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,0,1,0,1,0,0,0,1,0,0,2,4.5,133,2,3,1
2954,2016-Q4,2016-Q4,0,0,50,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6. North Coast,0,0,0,0,1,Queen Charlotte City,0,0,1,0,1,0,0,0,1,1,0,0,6.5,223,1,5,3
2955,2017-Q3,2017-Q2,1,-1,606,606,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Campbell River/ Comox Valley,1,0,1,0,1,0,0,0,1,1,0,1,5.5,2701,2,4,4
2959,2016-Q4,2016-Q4,0,0,200,200,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,1,0,0,6.5,572,2,3,1
2960,2016-Q1,2016-Q1,0,0,24,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Coquitlam,1,1,0,0,0,0,0,1,0,0,0,0,5.5,69,1,4,5
2961,2016-Q2,2019-Q4,1,14,60,60,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Coquitlam,1,1,0,0,1,0,0,0,0,0,0,3,6.5,172,1,4,5
2964,2018-Q4,2019-Q4,1,4,100,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Richmond,1,1,0,0,1,0,0,0,0,0,0,1,5.5,286,4,4,2
2966,2016-Q2,2017-Q2,1,4,38,38,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Burnaby,1,1,0,0,1,0,0,0,0,0,0,3,6.5,109,1,4,5
2977,2016-Q3,2016-Q3,0,0,80,69,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Kamloops,1,0,1,0,1,0,0,0,1,1,0,2,5.5,357,2,7,7
2978,2019-Q4,2020-Q1,1,1,259,259,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,New Westminster,1,0,1,0,0,1,0,0,1,1,0,1,3.5,1154,2,4,3
2979,2016-Q2,2016-Q3,1,1,40,622,1,1455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5. Cariboo,0,0,0,0,1,Prince George,1,1,0,0,1,0,0,0,0,0,0,1,5.5,286,4,10,4
2980,2024-Q4,2026-Q4,1,8,241,241,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,0,1,0,0,1,0,0,1,0,0,2,2.5,1074,2,3,1
2981,2020-Q4,2020-Q4,0,0,241,241,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Burnaby,1,0,1,0,0,1,0,0,1,0,0,0,0,1074,1,4,5
2984,2016-Q4,2016-Q4,0,0,20,56,1,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2. Mainland/Southwest,1,0,0,0,0,Maple Ridge,0,0,0,1,0,1,0,0,0,0,1,0,3.5,31,2,4,3
2986,2016-Q1,2019-Q3,1,14,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1. Vancouver Island/Coast,0,1,0,0,0,View Royal,0,1,0,0,1,0,0,0,0,0,0,2,6.5,286,2,4,4
2990,2026-Q4,2026-Q4,0,0,1000,1000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Squamish,0,1,0,0,0,1,0,0,0,0,0,0,0,2860,2,4,3
2991,2016-Q4,2016-Q4,0,0,120,120,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Surrey,1,1,0,0,1,0,0,0,0,0,0,0,6.5,343,1,4,5
2994,2016-Q3,2016-Q3,0,0,150,150,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Surrey,1,0,0,1,1,0,0,0,1,0,0,0,5.5,1373,1,4,5
2996,2016-Q3,2017-Q4,1,5,25,48,1,92,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,0,0,2,7.5,72,2,3,1
3002,2017-Q3,2017-Q4,1,1,20,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Richmond,1,1,0,0,1,0,0,0,0,0,0,1,4.5,57,4,4,2
3003,2017-Q4,2018-Q4,1,4,20,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,West Vancouver,1,1,0,0,1,0,0,0,0,0,0,2,4.5,57,2,4,3
3004,2016-Q2,2017-Q1,1,3,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,0,0,2,5.5,362,2,3,1
3007,2016-Q2,2017-Q1,1,3,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,0,0,2,6.5,362,2,3,1
3009,2016-Q2,2016-Q3,1,1,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,1,0,1,6.5,362,2,3,1
3010,2021-Q4,2021-Q4,0,0,40,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,0,1,0,0,0,1,0,0,0,725,2,3,1
3018,2016-Q1,2016-Q1,0,0,32,32,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1. Vancouver Island/Coast,0,1,0,0,0,Victoria,1,0,1,0,0,0,0,1,1,0,0,0,7.5,142,4,4,3
3019,2016-Q4,2016-Q3,1,-1,35,35,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Kelowna,1,0,1,0,1,0,0,0,1,1,0,1,7.5,155,0,4,2
3020,2017-Q3,2017-Q3,0,0,68,68,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Surrey,1,0,1,0,1,0,0,0,1,0,0,2,4.5,52,1,4,5
3021,2017-Q4,2018-Q4,1,4,70,70,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3. Thompson-Okanagan,0,0,1,0,0,Kelowna,1,1,0,0,0,1,0,0,0,0,0,1,3.5,200,0,4,2
3022,2020-Q4,2023-Q4,1,12,4800,6200,1,29.16666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8. Northeast,0,0,0,1,0,Dawson Creek,0,1,0,0,0,1,0,0,0,0,1,1,2.5,3695,2,11,4
3028,2020-Q4,2020-Q4,0,0,6000,6000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6. North Coast,0,0,0,0,1,Prince Rupert,0,1,0,0,0,1,0,0,0,0,1,0,2.5,4618,1,5,3
3032,2016-Q2,2016-Q3,1,1,20,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,North Vancouver,1,1,0,0,1,0,0,0,0,0,0,1,7.5,57,1,4,5
3035,2017-Q2,2017-Q3,1,1,25,25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Coquitlam,1,1,0,0,1,0,0,0,0,0,0,1,4.5,72,1,4,5
3038,2016-Q3,2016-Q3,0,0,40,40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Coquitlam,1,1,0,0,1,0,0,0,0,0,0,0,4.5,114,1,4,5
3039,2017-Q1,2017-Q1,0,0,20,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Richmond,1,1,0,0,1,0,0,0,0,0,0,0,5.5,57,4,4,2
3049,2025-Q4,2025-Q4,0,0,245,245,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2. Mainland/Southwest,1,0,0,0,0,Burnaby,1,1,0,0,0,1,0,0,0,0,0,0,0,380,1,4,5
3050,2017-Q2,2020-Q1,1,11,40,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2. Mainland/Southwest,1,0,0,0,0,Richmond,1,0,0,1,1,0,0,0,1,0,0,5,5.5,62,4,4,2
3051,2016-Q2,2017-Q3,1,5,30,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2. Mainland/Southwest,1,0,0,0,0,Vancouver,1,1,0,0,1,0,0,0,0,1,0,4,6.5,544,2,3,1
3056,2026-Q4,2026-Q4,0,0,100,100,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2. Mainland/Southwest,1,0,0,0,0,North Vancouver,1,1,0,0,0,1,0,0,0,0,0,0,3.5,286,1,4,5
3058,2017-Q4,2018-Q1,1,1,80,80,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2. Mainland/Southwest,1,0,0,0,0,Richmond,1,1,0,0,1,0,0,0,0,0,0,1,6.5,229,4,4,2
